"","V1","V2","V3","Rsqure","V5","V6","formula","period"
"29","y9888","m9888","c9888","0.570795594665549","1.74227316222372","0.27405534326234","index.data$y9888* (-1)+index.data$m9888*(1.74227316222372)+index.data$c9888*(0.27405534326234)","20130101T20151231"
"6","a9888","y9888","p9888","0.567475746014726","0.0960352056344752","0.175258954084292","index.data$a9888* (-1)+index.data$y9888*(0.0960352056344752)+index.data$p9888*(0.175258954084292)","20130101T20151231"
"26","a9888","l9888","p9888","0.563019547896151","0.0388055421553438","0.243646817642177","index.data$a9888* (-1)+index.data$l9888*(0.0388055421553438)+index.data$p9888*(0.243646817642177)","20130101T20151231"
"41","y9888","SR888","l9888","0.554180014695784","0.772653917897587","0.639263475959838","index.data$y9888* (-1)+index.data$SR888*(0.772653917897587)+index.data$l9888*(0.639263475959838)","20130101T20151231"
"16","a9888","c9888","l9888","0.525388550932431","0.58355085798189","0.101255831442381","index.data$a9888* (-1)+index.data$c9888*(0.58355085798189)+index.data$l9888*(0.101255831442381)","20130101T20151231"
"71","c9888","TA888","v9888","0.487063706898995","-0.144605982300616","0.466791631789714","index.data$c9888* (-1)+index.data$TA888*(-0.144605982300616)+index.data$v9888*(0.466791631789714)","20130101T20151231"
"37","y9888","c9888","l9888","0.474650287990589","-0.0602959286409254","0.558294425368383","index.data$y9888* (-1)+index.data$c9888*(-0.0602959286409254)+index.data$l9888*(0.558294425368383)","20130101T20151231"
"11","a9888","m9888","l9888","0.474159769703112","0.34644962748194","0.0521937137519899","index.data$a9888* (-1)+index.data$m9888*(0.34644962748194)+index.data$l9888*(0.0521937137519899)","20130101T20151231"
"9","a9888","m9888","SR888","0.466826641646871","0.460440461206439","-0.0562844206018869","index.data$a9888* (-1)+index.data$m9888*(0.460440461206439)+index.data$SR888*(-0.0562844206018869)","20130101T20151231"
"20","a9888","SR888","l9888","0.425432095021046","-0.0855513337326633","0.14358384518307","index.data$a9888* (-1)+index.data$SR888*(-0.0855513337326633)+index.data$l9888*(0.14358384518307)","20130101T20151231"
"14","a9888","c9888","SR888","0.414666218720877","0.86014035149279","-0.101905900396252","index.data$a9888* (-1)+index.data$c9888*(0.86014035149279)+index.data$SR888*(-0.101905900396252)","20130101T20151231"
"68","c9888","SR888","v9888","0.388989218582641","-0.108623937986983","0.159500180806758","index.data$c9888* (-1)+index.data$SR888*(-0.108623937986983)+index.data$v9888*(0.159500180806758)","20130101T20151231"
"73","c9888","l9888","v9888","0.356042298437966","0.0285768201240963","0.12948932596215","index.data$c9888* (-1)+index.data$l9888*(0.0285768201240963)+index.data$v9888*(0.12948932596215)","20130101T20151231"
"74","c9888","p9888","v9888","0.34918303415983","0.0229861790563636","0.151985202835885","index.data$c9888* (-1)+index.data$p9888*(0.0229861790563636)+index.data$v9888*(0.151985202835885)","20130101T20151231"
"67","c9888","SR888","p9888","0.32789842974652","-0.124917513975866","0.128631111582851","index.data$c9888* (-1)+index.data$SR888*(-0.124917513975866)+index.data$p9888*(0.128631111582851)","20130101T20151231"
"72","c9888","l9888","p9888","0.322443581329276","0.0584822998685527","0.0648521426575031","index.data$c9888* (-1)+index.data$l9888*(0.0584822998685527)+index.data$p9888*(0.0648521426575031)","20130101T20151231"
"66","c9888","SR888","l9888","0.320506227159311","-0.0796529466466785","0.0800159330668492","index.data$c9888* (-1)+index.data$SR888*(-0.0796529466466785)+index.data$l9888*(0.0800159330668492)","20130101T20151231"
"69","c9888","TA888","l9888","0.301179700695648","-0.00844849702888025","0.0970968104348983","index.data$c9888* (-1)+index.data$TA888*(-0.00844849702888025)+index.data$l9888*(0.0970968104348983)","20130101T20151231"
"70","c9888","TA888","p9888","0.274416715980995","-0.0139343213672553","0.164507639731116","index.data$c9888* (-1)+index.data$TA888*(-0.0139343213672553)+index.data$p9888*(0.164507639731116)","20130101T20151231"
"50","m9888","c9888","SR888","0.253155784535929","0.698712183387608","-0.298445784004639","index.data$m9888* (-1)+index.data$c9888*(0.698712183387608)+index.data$SR888*(-0.298445784004639)","20130101T20151231"
"65","c9888","SR888","TA888","0.248193332796494","-0.139882789529499","0.0512591868146526","index.data$c9888* (-1)+index.data$SR888*(-0.139882789529499)+index.data$TA888*(0.0512591868146526)","20130101T20151231"
"75","SR888","TA888","l9888","0.176552069785593","0.0989867305065718","-0.207585721569912","index.data$SR888* (-1)+index.data$TA888*(0.0989867305065718)+index.data$l9888*(-0.207585721569912)","20130101T20151231"
"35","y9888","c9888","SR888","0.157829175953993","2.07758326533351","0.401156936272338","index.data$y9888* (-1)+index.data$c9888*(2.07758326533351)+index.data$SR888*(0.401156936272338)","20130101T20151231"
"79","SR888","l9888","v9888","0.149012115217817","-0.184945046227079","0.157117265759788","index.data$SR888* (-1)+index.data$l9888*(-0.184945046227079)+index.data$v9888*(0.157117265759788)","20130101T20151231"
"78","SR888","l9888","p9888","0.148945472317228","-0.169863026999777","0.123873972253807","index.data$SR888* (-1)+index.data$l9888*(-0.169863026999777)+index.data$p9888*(0.123873972253807)","20130101T20151231"
"77","SR888","TA888","v9888","0.0687485831092405","0.106358215692154","-0.340976017059274","index.data$SR888* (-1)+index.data$TA888*(0.106358215692154)+index.data$v9888*(-0.340976017059274)","20130101T20151231"
"80","SR888","p9888","v9888","0.0484634168251618","0.00144678079541474","-0.126271506747748","index.data$SR888* (-1)+index.data$p9888*(0.00144678079541474)+index.data$v9888*(-0.126271506747748)","20130101T20151231"
"76","SR888","TA888","p9888","0.0341458821142852","0.00239159872476826","-0.100413566990402","index.data$SR888* (-1)+index.data$TA888*(0.00239159872476826)+index.data$p9888*(-0.100413566990402)","20130101T20151231"
"33","y9888","m9888","p9888","0.941715245264949","0.525697921235659","1.05730459162263","index.data$y9888* (-1)+index.data$m9888*(0.525697921235659)+index.data$p9888*(1.05730459162263)","20120101T20151231"
"45","y9888","TA888","p9888","0.941062032115043","0.1978165690969","0.98312927247468","index.data$y9888* (-1)+index.data$TA888*(0.1978165690969)+index.data$p9888*(0.98312927247468)","20120101T20151231"
"49","y9888","p9888","v9888","0.934244347991247","1.04337790012","0.296485283621429","index.data$y9888* (-1)+index.data$p9888*(1.04337790012)+index.data$v9888*(0.296485283621429)","20120101T20151231"
"38","y9888","c9888","p9888","0.930355370600998","-0.447789350585613","1.1954765538807","index.data$y9888* (-1)+index.data$c9888*(-0.447789350585613)+index.data$p9888*(1.1954765538807)","20120101T20151231"
"42","y9888","SR888","p9888","0.928399173143964","-0.0345939612428301","1.18006553502731","index.data$y9888* (-1)+index.data$SR888*(-0.0345939612428301)+index.data$p9888*(1.18006553502731)","20120101T20151231"
"47","y9888","l9888","p9888","0.928302544279366","0.00453958495224376","1.16915114834126","index.data$y9888* (-1)+index.data$l9888*(0.00453958495224376)+index.data$p9888*(1.16915114834126)","20120101T20151231"
"83","TA888","p9888","v9888","0.910844551732143","0.13471120531797","1.89437033564191","index.data$TA888* (-1)+index.data$p9888*(0.13471120531797)+index.data$v9888*(1.89437033564191)","20120101T20151231"
"82","TA888","l9888","v9888","0.906244571450445","0.00927069551926653","2.0874045954109","index.data$TA888* (-1)+index.data$l9888*(0.00927069551926653)+index.data$v9888*(2.0874045954109)","20120101T20151231"
"30","y9888","m9888","SR888","0.856158302120228","2.57283585337236","1.65309274450594","index.data$y9888* (-1)+index.data$m9888*(2.57283585337236)+index.data$SR888*(1.65309274450594)","20120101T20151231"
"81","TA888","l9888","p9888","0.810937325982326","0.62447537597597","0.737208384852557","index.data$TA888* (-1)+index.data$l9888*(0.62447537597597)+index.data$p9888*(0.737208384852557)","20120101T20151231"
"40","y9888","SR888","TA888","0.797015564795299","0.839517205535632","0.75828183096209","index.data$y9888* (-1)+index.data$SR888*(0.839517205535632)+index.data$TA888*(0.75828183096209)","20120101T20151231"
"43","y9888","SR888","v9888","0.785954813683607","0.946290291703673","1.62344804954934","index.data$y9888* (-1)+index.data$SR888*(0.946290291703673)+index.data$v9888*(1.62344804954934)","20120101T20151231"
"44","y9888","TA888","l9888","0.782294009445713","1.13691211712247","-0.541006601847326","index.data$y9888* (-1)+index.data$TA888*(1.13691211712247)+index.data$l9888*(-0.541006601847326)","20120101T20151231"
"48","y9888","l9888","v9888","0.760088344022567","-0.625836901491854","2.57604305170772","index.data$y9888* (-1)+index.data$l9888*(-0.625836901491854)+index.data$v9888*(2.57604305170772)","20120101T20151231"
"31","y9888","m9888","TA888","0.739278237174188","0.787827345161743","0.715900780750073","index.data$y9888* (-1)+index.data$m9888*(0.787827345161743)+index.data$TA888*(0.715900780750073)","20120101T20151231"
"46","y9888","TA888","v9888","0.716103292847931","0.684063645425792","0.437283001168423","index.data$y9888* (-1)+index.data$TA888*(0.684063645425792)+index.data$v9888*(0.437283001168423)","20120101T20151231"
"36","y9888","c9888","TA888","0.712951830734488","-0.173728418525834","0.881694890143669","index.data$y9888* (-1)+index.data$c9888*(-0.173728418525834)+index.data$TA888*(0.881694890143669)","20120101T20151231"
"34","y9888","m9888","v9888","0.699380610008161","0.784972848491165","1.51184854505409","index.data$y9888* (-1)+index.data$m9888*(0.784972848491165)+index.data$v9888*(1.51184854505409)","20120101T20151231"
"39","y9888","c9888","v9888","0.696838659416339","-1.62545854405108","2.10989280996398","index.data$y9888* (-1)+index.data$c9888*(-1.62545854405108)+index.data$v9888*(2.10989280996398)","20120101T20151231"
"57","m9888","SR888","p9888","0.687382988856997","-0.519049243172642","0.356429711102852","index.data$m9888* (-1)+index.data$SR888*(-0.519049243172642)+index.data$p9888*(0.356429711102852)","20120101T20151231"
"3","a9888","y9888","SR888","0.669451925865155","0.18233632249305","-0.310429663939548","index.data$a9888* (-1)+index.data$y9888*(0.18233632249305)+index.data$SR888*(-0.310429663939548)","20120101T20151231"
"8","a9888","m9888","c9888","0.662943993230958","0.385138135624117","0.599360793507904","index.data$a9888* (-1)+index.data$m9888*(0.385138135624117)+index.data$c9888*(0.599360793507904)","20120101T20151231"
"13","a9888","m9888","v9888","0.641598274181881","0.285528361102164","0.177245771455252","index.data$a9888* (-1)+index.data$m9888*(0.285528361102164)+index.data$v9888*(0.177245771455252)","20120101T20151231"
"22","a9888","SR888","v9888","0.637591318616568","-0.157772262846936","0.349864519521677","index.data$a9888* (-1)+index.data$SR888*(-0.157772262846936)+index.data$v9888*(0.349864519521677)","20120101T20151231"
"10","a9888","m9888","TA888","0.624687968990081","0.319676825810287","0.0694083139226341","index.data$a9888* (-1)+index.data$m9888*(0.319676825810287)+index.data$TA888*(0.0694083139226341)","20120101T20151231"
"62","m9888","l9888","p9888","0.622342225210386","0.218649917252486","0.141825279902627","index.data$m9888* (-1)+index.data$l9888*(0.218649917252486)+index.data$p9888*(0.141825279902627)","20120101T20151231"
"84","l9888","p9888","v9888","0.616712519474862","-0.412713266099168","1.74776659139802","index.data$l9888* (-1)+index.data$p9888*(-0.412713266099168)+index.data$v9888*(1.74776659139802)","20120101T20151231"
"15","a9888","c9888","TA888","0.604756624231118","0.609838107472337","0.102484417615981","index.data$a9888* (-1)+index.data$c9888*(0.609838107472337)+index.data$TA888*(0.102484417615981)","20120101T20151231"
"19","a9888","SR888","TA888","0.603062812059822","-0.174827077102529","0.157020948187661","index.data$a9888* (-1)+index.data$SR888*(-0.174827077102529)+index.data$TA888*(0.157020948187661)","20120101T20151231"
"18","a9888","c9888","v9888","0.594505984967616","0.445679343677199","0.243232707690643","index.data$a9888* (-1)+index.data$c9888*(0.445679343677199)+index.data$v9888*(0.243232707690643)","20120101T20151231"
"58","m9888","SR888","v9888","0.59189280541537","-0.234017139478139","0.520778545864541","index.data$m9888* (-1)+index.data$SR888*(-0.234017139478139)+index.data$v9888*(0.520778545864541)","20120101T20151231"
"1","a9888","y9888","m9888","0.580432437185468","0.0423669305908998","0.377287930730703","index.data$a9888* (-1)+index.data$y9888*(0.0423669305908998)+index.data$m9888*(0.377287930730703)","20120101T20151231"
"63","m9888","l9888","v9888","0.572566976853898","0.155281977217357","0.284625635340832","index.data$m9888* (-1)+index.data$l9888*(0.155281977217357)+index.data$v9888*(0.284625635340832)","20120101T20151231"
"2","a9888","y9888","c9888","0.571179293785618","0.08826485014144","0.719015767123657","index.data$a9888* (-1)+index.data$y9888*(0.08826485014144)+index.data$c9888*(0.719015767123657)","20120101T20151231"
"12","a9888","m9888","p9888","0.567602969651009","0.417735043899735","0.0348330864770078","index.data$a9888* (-1)+index.data$m9888*(0.417735043899735)+index.data$p9888*(0.0348330864770078)","20120101T20151231"
"41","y9888","SR888","l9888","0.566500937057929","1.74605641969418","0.728297901520435","index.data$y9888* (-1)+index.data$SR888*(1.74605641969418)+index.data$l9888*(0.728297901520435)","20120101T20151231"
"55","m9888","SR888","TA888","0.565674615000936","-0.260542440568915","0.234950854713147","index.data$m9888* (-1)+index.data$SR888*(-0.260542440568915)+index.data$TA888*(0.234950854713147)","20120101T20151231"
"11","a9888","m9888","l9888","0.561525232291479","0.422932011560942","0.0350934450114132","index.data$a9888* (-1)+index.data$m9888*(0.422932011560942)+index.data$l9888*(0.0350934450114132)","20120101T20151231"
"21","a9888","SR888","p9888","0.561331959043264","-0.307592691072438","0.208340476995439","index.data$a9888* (-1)+index.data$SR888*(-0.307592691072438)+index.data$p9888*(0.208340476995439)","20120101T20151231"
"59","m9888","TA888","l9888","0.557598418074598","0.112862443221875","0.17729033291758","index.data$m9888* (-1)+index.data$TA888*(0.112862443221875)+index.data$l9888*(0.17729033291758)","20120101T20151231"
"9","a9888","m9888","SR888","0.553044273815259","0.480678164811943","-0.00852880526894195","index.data$a9888* (-1)+index.data$m9888*(0.480678164811943)+index.data$SR888*(-0.00852880526894195)","20120101T20151231"
"78","SR888","l9888","p9888","0.552464491668979","-0.260265209696399","0.359083493878178","index.data$SR888* (-1)+index.data$l9888*(-0.260265209696399)+index.data$p9888*(0.359083493878178)","20120101T20151231"
"27","a9888","l9888","v9888","0.550190739061497","0.0262687435895633","0.278831463423957","index.data$a9888* (-1)+index.data$l9888*(0.0262687435895633)+index.data$v9888*(0.278831463423957)","20120101T20151231"
"28","a9888","p9888","v9888","0.548940911239829","-0.021284331137521","0.340515291390697","index.data$a9888* (-1)+index.data$p9888*(-0.021284331137521)+index.data$v9888*(0.340515291390697)","20120101T20151231"
"7","a9888","y9888","v9888","0.54834228448603","0.0164349541377151","0.27759722051923","index.data$a9888* (-1)+index.data$y9888*(0.0164349541377151)+index.data$v9888*(0.27759722051923)","20120101T20151231"
"25","a9888","TA888","v9888","0.545728100248773","-0.00075448840017444","0.309951689835297","index.data$a9888* (-1)+index.data$TA888*(-0.00075448840017444)+index.data$v9888*(0.309951689835297)","20120101T20151231"
"5","a9888","y9888","l9888","0.534197169275927","0.0879853035277263","0.105864853253574","index.data$a9888* (-1)+index.data$y9888*(0.0879853035277263)+index.data$l9888*(0.105864853253574)","20120101T20151231"
"64","m9888","p9888","v9888","0.515423062254668","0.0526001262974294","0.379786184169576","index.data$m9888* (-1)+index.data$p9888*(0.0526001262974294)+index.data$v9888*(0.379786184169576)","20120101T20151231"
"23","a9888","TA888","l9888","0.511252886157396","0.109092056262944","0.0492881714788382","index.data$a9888* (-1)+index.data$TA888*(0.109092056262944)+index.data$l9888*(0.0492881714788382)","20120101T20151231"
"61","m9888","TA888","v9888","0.507316291537967","0.0104611333255121","0.437284127831697","index.data$m9888* (-1)+index.data$TA888*(0.0104611333255121)+index.data$v9888*(0.437284127831697)","20120101T20151231"
"54","m9888","c9888","v9888","0.507206072306235","-0.00967768954459739","0.460644193106276","index.data$m9888* (-1)+index.data$c9888*(-0.00967768954459739)+index.data$v9888*(0.460644193106276)","20120101T20151231"
"4","a9888","y9888","TA888","0.500389283994527","0.0272596162724926","0.109342496590471","index.data$a9888* (-1)+index.data$y9888*(0.0272596162724926)+index.data$TA888*(0.109342496590471)","20120101T20151231"
"32","y9888","m9888","l9888","0.496190228908052","2.85296514507983","-0.239485561940767","index.data$y9888* (-1)+index.data$m9888*(2.85296514507983)+index.data$l9888*(-0.239485561940767)","20120101T20151231"
"24","a9888","TA888","p9888","0.494124173971846","0.135707163744508","-0.00373953517793161","index.data$a9888* (-1)+index.data$TA888*(0.135707163744508)+index.data$p9888*(-0.00373953517793161)","20120101T20151231"
"29","y9888","m9888","c9888","0.488339863782227","2.33363592229502","0.754883872782226","index.data$y9888* (-1)+index.data$m9888*(2.33363592229502)+index.data$c9888*(0.754883872782226)","20120101T20151231"
"17","a9888","c9888","p9888","0.485475809602402","0.745943820031185","0.0836283575179398","index.data$a9888* (-1)+index.data$c9888*(0.745943820031185)+index.data$p9888*(0.0836283575179398)","20120101T20151231"
"56","m9888","SR888","l9888","0.483236816362695","0.038661221760416","0.292266921702238","index.data$m9888* (-1)+index.data$SR888*(0.038661221760416)+index.data$l9888*(0.292266921702238)","20120101T20151231"
"52","m9888","c9888","l9888","0.482814885962856","0.13729110078048","0.277107368100924","index.data$m9888* (-1)+index.data$c9888*(0.13729110078048)+index.data$l9888*(0.277107368100924)","20120101T20151231"
"60","m9888","TA888","p9888","0.481419516132452","0.146891990390301","0.0764026466041866","index.data$m9888* (-1)+index.data$TA888*(0.146891990390301)+index.data$p9888*(0.0764026466041866)","20120101T20151231"
"51","m9888","c9888","TA888","0.479271551876674","0.347654654463902","0.181884537231863","index.data$m9888* (-1)+index.data$c9888*(0.347654654463902)+index.data$TA888*(0.181884537231863)","20120101T20151231"
"35","y9888","c9888","SR888","0.473986405322523","3.44517780470296","1.59705287847025","index.data$y9888* (-1)+index.data$c9888*(3.44517780470296)+index.data$SR888*(1.59705287847025)","20120101T20151231"
"71","c9888","TA888","v9888","0.466618219435332","-0.137215255155076","0.434004479376657","index.data$c9888* (-1)+index.data$TA888*(-0.137215255155076)+index.data$v9888*(0.434004479376657)","20120101T20151231"
"26","a9888","l9888","p9888","0.464854135144805","0.114519907123211","0.086248638686052","index.data$a9888* (-1)+index.data$l9888*(0.114519907123211)+index.data$p9888*(0.086248638686052)","20120101T20151231"
"16","a9888","c9888","l9888","0.46208123581059","0.681092120653032","0.0978645255690648","index.data$a9888* (-1)+index.data$c9888*(0.681092120653032)+index.data$l9888*(0.0978645255690648)","20120101T20151231"
"80","SR888","p9888","v9888","0.448971699583298","0.450219750692936","-0.416971346203827","index.data$SR888* (-1)+index.data$p9888*(0.450219750692936)+index.data$v9888*(-0.416971346203827)","20120101T20151231"
"6","a9888","y9888","p9888","0.441761752417894","0.243504873975909","-0.160139334875998","index.data$a9888* (-1)+index.data$y9888*(0.243504873975909)+index.data$p9888*(-0.160139334875998)","20120101T20151231"
"75","SR888","TA888","l9888","0.433899904645075","0.341727133785781","-0.420434542794561","index.data$SR888* (-1)+index.data$TA888*(0.341727133785781)+index.data$l9888*(-0.420434542794561)","20120101T20151231"
"53","m9888","c9888","p9888","0.420990502152963","0.462831970645252","0.190049842026987","index.data$m9888* (-1)+index.data$c9888*(0.462831970645252)+index.data$p9888*(0.190049842026987)","20120101T20151231"
"76","SR888","TA888","p9888","0.411295136561332","-0.14223295485518","0.406033103082417","index.data$SR888* (-1)+index.data$TA888*(-0.14223295485518)+index.data$p9888*(0.406033103082417)","20120101T20151231"
"79","SR888","l9888","v9888","0.398117698596702","-0.436094123428014","0.753368152850912","index.data$SR888* (-1)+index.data$l9888*(-0.436094123428014)+index.data$v9888*(0.753368152850912)","20120101T20151231"
"68","c9888","SR888","v9888","0.391252163946093","-0.0762565170269031","0.166206550505925","index.data$c9888* (-1)+index.data$SR888*(-0.0762565170269031)+index.data$v9888*(0.166206550505925)","20120101T20151231"
"14","a9888","c9888","SR888","0.36879534047378","0.997545732004152","-0.0137324048082907","index.data$a9888* (-1)+index.data$c9888*(0.997545732004152)+index.data$SR888*(-0.0137324048082907)","20120101T20151231"
"73","c9888","l9888","v9888","0.360455877850273","0.039556275265952","0.101671979376723","index.data$c9888* (-1)+index.data$l9888*(0.039556275265952)+index.data$v9888*(0.101671979376723)","20120101T20151231"
"74","c9888","p9888","v9888","0.341478588691227","-0.0210227765256116","0.177901710693622","index.data$c9888* (-1)+index.data$p9888*(-0.0210227765256116)+index.data$v9888*(0.177901710693622)","20120101T20151231"
"20","a9888","SR888","l9888","0.340788008080253","0.0150343216186014","0.15859465054928","index.data$a9888* (-1)+index.data$SR888*(0.0150343216186014)+index.data$l9888*(0.15859465054928)","20120101T20151231"
"72","c9888","l9888","p9888","0.328565350090209","0.0719224447600761","0.0310736665964028","index.data$c9888* (-1)+index.data$l9888*(0.0719224447600761)+index.data$p9888*(0.0310736665964028)","20120101T20151231"
"67","c9888","SR888","p9888","0.306255530153985","-0.139799224960861","0.0932761638686929","index.data$c9888* (-1)+index.data$SR888*(-0.139799224960861)+index.data$p9888*(0.0932761638686929)","20120101T20151231"
"69","c9888","TA888","l9888","0.293071242216841","0.0147989883832003","0.0726970642787169","index.data$c9888* (-1)+index.data$TA888*(0.0147989883832003)+index.data$l9888*(0.0726970642787169)","20120101T20151231"
"66","c9888","SR888","l9888","0.285454565270494","0.0093518047461014","0.0881239630950714","index.data$c9888* (-1)+index.data$SR888*(0.0093518047461014)+index.data$l9888*(0.0881239630950714)","20120101T20151231"
"65","c9888","SR888","TA888","0.239704176747739","-0.0706945340558826","0.0599239918797644","index.data$c9888* (-1)+index.data$SR888*(-0.0706945340558826)+index.data$TA888*(0.0599239918797644)","20120101T20151231"
"70","c9888","TA888","p9888","0.200609884126355","0.0350985795685489","0.0220877585214491","index.data$c9888* (-1)+index.data$TA888*(0.0350985795685489)+index.data$p9888*(0.0220877585214491)","20120101T20151231"
"37","y9888","c9888","l9888","0.185848308352467","1.78212712462222","0.429625839794961","index.data$y9888* (-1)+index.data$c9888*(1.78212712462222)+index.data$l9888*(0.429625839794961)","20120101T20151231"
"50","m9888","c9888","SR888","0.167981045707408","1.03542140045928","-0.0262997805750898","index.data$m9888* (-1)+index.data$c9888*(1.03542140045928)+index.data$SR888*(-0.0262997805750898)","20120101T20151231"
"77","SR888","TA888","v9888","0.135542729220695","0.245130362013937","-0.251231966296843","index.data$SR888* (-1)+index.data$TA888*(0.245130362013937)+index.data$v9888*(-0.251231966296843)","20120101T20151231"
"33","y9888","m9888","p9888","0.959619220376621","0.605642744109703","0.98466496899757","index.data$y9888* (-1)+index.data$m9888*(0.605642744109703)+index.data$p9888*(0.98466496899757)","20110101T20151231"
"45","y9888","TA888","p9888","0.949233934267833","0.12230256725194","0.933384401128466","index.data$y9888* (-1)+index.data$TA888*(0.12230256725194)+index.data$p9888*(0.933384401128466)","20110101T20151231"
"42","y9888","SR888","p9888","0.948140334872553","-0.176433782799455","1.13432871231367","index.data$y9888* (-1)+index.data$SR888*(-0.176433782799455)+index.data$p9888*(1.13432871231367)","20110101T20151231"
"49","y9888","p9888","v9888","0.94610240754226","1.02044261283381","0.0729935319422406","index.data$y9888* (-1)+index.data$p9888*(1.02044261283381)+index.data$v9888*(0.0729935319422406)","20110101T20151231"
"47","y9888","l9888","p9888","0.945846561336883","-0.0106678841947222","1.06237392686116","index.data$y9888* (-1)+index.data$l9888*(-0.0106678841947222)+index.data$p9888*(1.06237392686116)","20110101T20151231"
"38","y9888","c9888","p9888","0.94583940900125","-0.0585873624787275","1.0603684153425","index.data$y9888* (-1)+index.data$c9888*(-0.0585873624787275)+index.data$p9888*(1.0603684153425)","20110101T20151231"
"83","TA888","p9888","v9888","0.913460386365142","0.2033023177208","1.56610784913679","index.data$TA888* (-1)+index.data$p9888*(0.2033023177208)+index.data$v9888*(1.56610784913679)","20110101T20151231"
"82","TA888","l9888","v9888","0.909014895966466","0.0943297480576726","1.80384112409904","index.data$TA888* (-1)+index.data$l9888*(0.0943297480576726)+index.data$v9888*(1.80384112409904)","20110101T20151231"
"30","y9888","m9888","SR888","0.894630279390481","2.44573093035327","1.54686796577544","index.data$y9888* (-1)+index.data$m9888*(2.44573093035327)+index.data$SR888*(1.54686796577544)","20110101T20151231"
"81","TA888","l9888","p9888","0.879962426502601","0.589593838063674","0.82399647278248","index.data$TA888* (-1)+index.data$l9888*(0.589593838063674)+index.data$p9888*(0.82399647278248)","20110101T20151231"
"40","y9888","SR888","TA888","0.841672565892361","0.603871727706863","0.655486778771387","index.data$y9888* (-1)+index.data$SR888*(0.603871727706863)+index.data$TA888*(0.655486778771387)","20110101T20151231"
"44","y9888","TA888","l9888","0.836644346450788","1.0319060333524","-0.454421564113369","index.data$y9888* (-1)+index.data$TA888*(1.0319060333524)+index.data$l9888*(-0.454421564113369)","20110101T20151231"
"43","y9888","SR888","v9888","0.820653420248751","0.596171523500392","1.27023326946154","index.data$y9888* (-1)+index.data$SR888*(0.596171523500392)+index.data$v9888*(1.27023326946154)","20110101T20151231"
"48","y9888","l9888","v9888","0.819346429440114","-0.462317823369371","2.02864929845941","index.data$y9888* (-1)+index.data$l9888*(-0.462317823369371)+index.data$v9888*(2.02864929845941)","20110101T20151231"
"31","y9888","m9888","TA888","0.809923395367386","0.574221915656357","0.777991804349511","index.data$y9888* (-1)+index.data$m9888*(0.574221915656357)+index.data$TA888*(0.777991804349511)","20110101T20151231"
"46","y9888","TA888","v9888","0.809831910278918","0.531177851300358","0.653015022790746","index.data$y9888* (-1)+index.data$TA888*(0.531177851300358)+index.data$v9888*(0.653015022790746)","20110101T20151231"
"36","y9888","c9888","TA888","0.799136481144016","-0.29366104486343","0.854531451747302","index.data$y9888* (-1)+index.data$c9888*(-0.29366104486343)+index.data$TA888*(0.854531451747302)","20110101T20151231"
"34","y9888","m9888","v9888","0.796787251863388","0.674504468335293","1.49745449599343","index.data$y9888* (-1)+index.data$m9888*(0.674504468335293)+index.data$v9888*(1.49745449599343)","20110101T20151231"
"39","y9888","c9888","v9888","0.786347128377473","-0.933543999846868","1.7121281955959","index.data$y9888* (-1)+index.data$c9888*(-0.933543999846868)+index.data$v9888*(1.7121281955959)","20110101T20151231"
"78","SR888","l9888","p9888","0.733857527637407","-0.223314184785803","0.504548434336534","index.data$SR888* (-1)+index.data$l9888*(-0.223314184785803)+index.data$p9888*(0.504548434336534)","20110101T20151231"
"41","y9888","SR888","l9888","0.709408726151869","1.45522429517025","0.569054932478864","index.data$y9888* (-1)+index.data$SR888*(1.45522429517025)+index.data$l9888*(0.569054932478864)","20110101T20151231"
"79","SR888","l9888","v9888","0.693115416331848","-0.481177828486131","1.03237647466484","index.data$SR888* (-1)+index.data$l9888*(-0.481177828486131)+index.data$v9888*(1.03237647466484)","20110101T20151231"
"76","SR888","TA888","p9888","0.681001121989985","-0.0796910529060463","0.510115743208602","index.data$SR888* (-1)+index.data$TA888*(-0.0796910529060463)+index.data$p9888*(0.510115743208602)","20110101T20151231"
"35","y9888","c9888","SR888","0.680949425664513","3.36412248013838","1.61997647450255","index.data$y9888* (-1)+index.data$c9888*(3.36412248013838)+index.data$SR888*(1.61997647450255)","20110101T20151231"
"80","SR888","p9888","v9888","0.678058907414542","0.491419881820662","-0.120050130822506","index.data$SR888* (-1)+index.data$p9888*(0.491419881820662)+index.data$v9888*(-0.120050130822506)","20110101T20151231"
"8","a9888","m9888","c9888","0.657588950642349","0.381902714032337","0.588467219178016","index.data$a9888* (-1)+index.data$m9888*(0.381902714032337)+index.data$c9888*(0.588467219178016)","20110101T20151231"
"57","m9888","SR888","p9888","0.642060676437555","-0.512874623407345","0.342039137631013","index.data$m9888* (-1)+index.data$SR888*(-0.512874623407345)+index.data$p9888*(0.342039137631013)","20110101T20151231"
"75","SR888","TA888","l9888","0.641896700608857","0.49650541442367","-0.441964742215992","index.data$SR888* (-1)+index.data$TA888*(0.49650541442367)+index.data$l9888*(-0.441964742215992)","20110101T20151231"
"3","a9888","y9888","SR888","0.614008297346783","0.177977487152395","-0.282366348943545","index.data$a9888* (-1)+index.data$y9888*(0.177977487152395)+index.data$SR888*(-0.282366348943545)","20110101T20151231"
