"","V1","V2","V3","Rsqure","V5","V6","formula","period"
"44","y9888","TA888","l9888","0.363702426729388","0.404326072103596","-0.0448907468514909","y9888* (-1)+TA888*(0.404326072103596)+l9888*(-0.0448907468514909)","2015-01-01T2015-12-31"
"6","a9888","y9888","p9888","0.362449806301616","-0.59196773724973","0.665822766536817","a9888* (-1)+y9888*(-0.59196773724973)+p9888*(0.665822766536817)","2015-01-01T2015-12-31"
"26","a9888","l9888","p9888","0.362034599151306","0.0992912188294277","0.283460820932641","a9888* (-1)+l9888*(0.0992912188294277)+p9888*(0.283460820932641)","2015-01-01T2015-12-31"
"40","y9888","SR888","TA888","0.361451835910045","0.0820200593933349","0.296126835010208","y9888* (-1)+SR888*(0.0820200593933349)+TA888*(0.296126835010208)","2015-01-01T2015-12-31"
"54","m9888","c9888","v9888","0.361351799999535","0.158877958967202","0.117234770880316","m9888* (-1)+c9888*(0.158877958967202)+v9888*(0.117234770880316)","2015-01-01T2015-12-31"
"62","m9888","l9888","p9888","0.350271793192834","0.128627148455921","-0.0686674799319467","m9888* (-1)+l9888*(0.128627148455921)+p9888*(-0.0686674799319467)","2015-01-01T2015-12-31"
"46","y9888","TA888","v9888","0.349069696044435","0.355716004528687","-0.0398485877804802","y9888* (-1)+TA888*(0.355716004528687)+v9888*(-0.0398485877804802)","2015-01-01T2015-12-31"
"36","y9888","c9888","TA888","0.348907541576652","-0.0439465324858246","0.34033728724314","y9888* (-1)+c9888*(-0.0439465324858246)+TA888*(0.34033728724314)","2015-01-01T2015-12-31"
"64","m9888","p9888","v9888","0.348167349620157","-0.102296532965848","0.258429507698688","m9888* (-1)+p9888*(-0.102296532965848)+v9888*(0.258429507698688)","2015-01-01T2015-12-31"
"63","m9888","l9888","v9888","0.345833397164391","0.0721650868406477","0.0829343576405011","m9888* (-1)+l9888*(0.0721650868406477)+v9888*(0.0829343576405011)","2015-01-01T2015-12-31"
"34","y9888","m9888","v9888","0.330136970606536","-0.538757873051495","0.267156787908721","y9888* (-1)+m9888*(-0.538757873051495)+v9888*(0.267156787908721)","2015-01-01T2015-12-31"
"51","m9888","c9888","TA888","0.327540938558777","0.313362542618535","-0.0466304968678005","m9888* (-1)+c9888*(0.313362542618535)+TA888*(-0.0466304968678005)","2015-01-01T2015-12-31"
"24","a9888","TA888","p9888","0.315444524478681","0.131475193186889","0.359369806853162","a9888* (-1)+TA888*(0.131475193186889)+p9888*(0.359369806853162)","2015-01-01T2015-12-31"
"32","y9888","m9888","l9888","0.294169076955005","-0.527275522029121","0.134519890732358","y9888* (-1)+m9888*(-0.527275522029121)+l9888*(0.134519890732358)","2015-01-01T2015-12-31"
"5","a9888","y9888","l9888","0.283271868036487","0.0966659890003277","0.159302409911327","a9888* (-1)+y9888*(0.0966659890003277)+l9888*(0.159302409911327)","2015-01-01T2015-12-31"
"23","a9888","TA888","l9888","0.280265383068445","0.0281237191063286","0.158221054973288","a9888* (-1)+TA888*(0.0281237191063286)+l9888*(0.158221054973288)","2015-01-01T2015-12-31"
"57","m9888","SR888","p9888","0.280076860600255","-0.26530634194546","0.105408143367067","m9888* (-1)+SR888*(-0.26530634194546)+p9888*(0.105408143367067)","2015-01-01T2015-12-31"
"35","y9888","c9888","SR888","0.256823328888838","0.246386208987546","0.271796196403975","y9888* (-1)+c9888*(0.246386208987546)+SR888*(0.271796196403975)","2015-01-01T2015-12-31"
"43","y9888","SR888","v9888","0.232896099758664","0.166875661892298","0.154635085074498","y9888* (-1)+SR888*(0.166875661892298)+v9888*(0.154635085074498)","2015-01-01T2015-12-31"
"29","y9888","m9888","c9888","0.202239107606878","-0.44313244434742","0.284084709020407","y9888* (-1)+m9888*(-0.44313244434742)+c9888*(0.284084709020407)","2015-01-01T2015-12-31"
"41","y9888","SR888","l9888","0.19160226044048","0.148557397561498","0.0705438061105962","y9888* (-1)+SR888*(0.148557397561498)+l9888*(0.0705438061105962)","2015-01-01T2015-12-31"
"4","a9888","y9888","TA888","0.177898750195782","0.000425289563728364","0.344406025877534","a9888* (-1)+y9888*(0.000425289563728364)+TA888*(0.344406025877534)","2015-01-01T2015-12-31"
"39","y9888","c9888","v9888","0.159063056402015","-0.0275519669379059","0.170925525604853","y9888* (-1)+c9888*(-0.0275519669379059)+v9888*(0.170925525604853)","2015-01-01T2015-12-31"
"48","y9888","l9888","v9888","0.158060462810629","0.000755958512335672","0.153920698266963","y9888* (-1)+l9888*(0.000755958512335672)+v9888*(0.153920698266963)","2015-01-01T2015-12-31"
"76","SR888","TA888","p9888","0.146235179842263","0.400313402406703","-0.296300243426262","SR888* (-1)+TA888*(0.400313402406703)+p9888*(-0.296300243426262)","2015-01-01T2015-12-31"
"77","SR888","TA888","v9888","0.145983447301619","0.509746112424165","-0.27599347918629","SR888* (-1)+TA888*(0.509746112424165)+v9888*(-0.27599347918629)","2015-01-01T2015-12-31"
"37","y9888","c9888","l9888","0.133646581970586","0.0234263229980358","0.0685420891442773","y9888* (-1)+c9888*(0.0234263229980358)+l9888*(0.0685420891442773)","2015-01-01T2015-12-31"
"75","SR888","TA888","l9888","0.0914294503681746","0.39626935701331","-0.0858208727851198","SR888* (-1)+TA888*(0.39626935701331)+l9888*(-0.0858208727851198)","2015-01-01T2015-12-31"
"60","m9888","TA888","p9888","0.0894937939805585","0.0945765289148022","0.0719470939730255","m9888* (-1)+TA888*(0.0945765289148022)+p9888*(0.0719470939730255)","2015-01-01T2015-12-31"
"30","y9888","m9888","SR888","0.0764716556244759","0.0251120276105255","0.175144994404827","y9888* (-1)+m9888*(0.0251120276105255)+SR888*(0.175144994404827)","2015-01-01T2015-12-31"
"79","SR888","l9888","v9888","0.0491357016209175","0.186226292089003","-0.318547539154599","SR888* (-1)+l9888*(0.186226292089003)+v9888*(-0.318547539154599)","2015-01-01T2015-12-31"
"78","SR888","l9888","p9888","0.0402050095363448","0.0766062324518221","-0.188041457066711","SR888* (-1)+l9888*(0.0766062324518221)+p9888*(-0.188041457066711)","2015-01-01T2015-12-31"
"80","SR888","p9888","v9888","0.0140982321310057","-0.134523799628703","0.0701958976207089","SR888* (-1)+p9888*(-0.134523799628703)+v9888*(0.0701958976207089)","2015-01-01T2015-12-31"
"381","y9888","c9888","p9888","0.956606680302147","-0.594859437350181","1.01032646559031","y9888* (-1)+c9888*(-0.594859437350181)+p9888*(1.01032646559031)","2014-01-01T2015-12-31"
"331","y9888","m9888","p9888","0.932368731173253","0.354951743369148","0.695243776960927","y9888* (-1)+m9888*(0.354951743369148)+p9888*(0.695243776960927)","2014-01-01T2015-12-31"
"451","y9888","TA888","p9888","0.924261981724992","0.0951087579893389","0.76802560670851","y9888* (-1)+TA888*(0.0951087579893389)+p9888*(0.76802560670851)","2014-01-01T2015-12-31"
"421","y9888","SR888","p9888","0.920600193886464","0.115280098847485","0.945989620011674","y9888* (-1)+SR888*(0.115280098847485)+p9888*(0.945989620011674)","2014-01-01T2015-12-31"
"491","y9888","p9888","v9888","0.918771235591424","0.979941630909081","-0.109766558827054","y9888* (-1)+p9888*(0.979941630909081)+v9888*(-0.109766558827054)","2014-01-01T2015-12-31"
"471","y9888","l9888","p9888","0.917636846715858","0.0321016731101892","0.843703698443295","y9888* (-1)+l9888*(0.0321016731101892)+p9888*(0.843703698443295)","2014-01-01T2015-12-31"
"811","TA888","l9888","p9888","0.861005583070364","0.562615574306874","0.407241905173295","TA888* (-1)+l9888*(0.562615574306874)+p9888*(0.407241905173295)","2014-01-01T2015-12-31"
"841","l9888","p9888","v9888","0.853770232829072","0.332219070632164","1.89230245926542","l9888* (-1)+p9888*(0.332219070632164)+v9888*(1.89230245926542)","2014-01-01T2015-12-31"
"821","TA888","l9888","v9888","0.845136912838614","0.620334293043911","0.275787135019215","TA888* (-1)+l9888*(0.620334293043911)+v9888*(0.275787135019215)","2014-01-01T2015-12-31"
"311","y9888","m9888","TA888","0.829637193706177","0.831169062439988","0.204723448216775","y9888* (-1)+m9888*(0.831169062439988)+TA888*(0.204723448216775)","2014-01-01T2015-12-31"
"621","m9888","l9888","p9888","0.806008198594161","0.144622834132589","0.324744540704192","m9888* (-1)+l9888*(0.144622834132589)+p9888*(0.324744540704192)","2014-01-01T2015-12-31"
"341","y9888","m9888","v9888","0.803455993912778","1.03334334531107","0.208513088370013","y9888* (-1)+m9888*(1.03334334531107)+v9888*(0.208513088370013)","2014-01-01T2015-12-31"
"321","y9888","m9888","l9888","0.803117346919493","1.00361281150966","0.0939394866013711","y9888* (-1)+m9888*(1.00361281150966)+l9888*(0.0939394866013711)","2014-01-01T2015-12-31"
"291","y9888","m9888","c9888","0.795543999981034","1.29484995313971","-0.176629580037379","y9888* (-1)+m9888*(1.29484995313971)+c9888*(-0.176629580037379)","2014-01-01T2015-12-31"
"301","y9888","m9888","SR888","0.795262811916916","1.3244414135224","0.108149943181112","y9888* (-1)+m9888*(1.3244414135224)+SR888*(0.108149943181112)","2014-01-01T2015-12-31"
"601","m9888","TA888","p9888","0.787771496979127","0.15785687066843","0.35677542203841","m9888* (-1)+TA888*(0.15785687066843)+p9888*(0.35677542203841)","2014-01-01T2015-12-31"
"831","TA888","p9888","v9888","0.786234530444384","0.597524705101043","1.06006119830191","TA888* (-1)+p9888*(0.597524705101043)+v9888*(1.06006119830191)","2014-01-01T2015-12-31"
"561","m9888","SR888","l9888","0.7759040082544","-0.240864372088813","0.232215640571619","m9888* (-1)+SR888*(-0.240864372088813)+l9888*(0.232215640571619)","2014-01-01T2015-12-31"
"641","m9888","p9888","v9888","0.768666866736","0.397258269692492","0.240446656582835","m9888* (-1)+p9888*(0.397258269692492)+v9888*(0.240446656582835)","2014-01-01T2015-12-31"
"571","m9888","SR888","p9888","0.765109558484833","-0.180969812067485","0.500732620477403","m9888* (-1)+SR888*(-0.180969812067485)+p9888*(0.500732620477403)","2014-01-01T2015-12-31"
"591","m9888","TA888","l9888","0.750221982626804","0.136413125593331","0.175483022933288","m9888* (-1)+TA888*(0.136413125593331)+l9888*(0.175483022933288)","2014-01-01T2015-12-31"
"531","m9888","c9888","p9888","0.743595826872186","-0.053788304273506","0.584390850097794","m9888* (-1)+c9888*(-0.053788304273506)+p9888*(0.584390850097794)","2014-01-01T2015-12-31"
"631","m9888","l9888","v9888","0.739574602725249","0.210307409232109","0.168322779620679","m9888* (-1)+l9888*(0.210307409232109)+v9888*(0.168322779620679)","2014-01-01T2015-12-31"
"611","m9888","TA888","v9888","0.738609928427728","0.206988670570675","0.29330920904443","m9888* (-1)+TA888*(0.206988670570675)+v9888*(0.29330920904443)","2014-01-01T2015-12-31"
"461","y9888","TA888","v9888","0.73809278533104","0.37987624914876","0.236935541108834","y9888* (-1)+TA888*(0.37987624914876)+v9888*(0.236935541108834)","2014-01-01T2015-12-31"
"521","m9888","c9888","l9888","0.737229170287447","-0.151465478634862","0.289300520946119","m9888* (-1)+c9888*(-0.151465478634862)+l9888*(0.289300520946119)","2014-01-01T2015-12-31"
"441","y9888","TA888","l9888","0.734103642391687","0.371297664103344","0.100026615351326","y9888* (-1)+TA888*(0.371297664103344)+l9888*(0.100026615351326)","2014-01-01T2015-12-31"
"401","y9888","SR888","TA888","0.728868018500914","0.0905856651747249","0.511872067284811","y9888* (-1)+SR888*(0.0905856651747249)+TA888*(0.511872067284811)","2014-01-01T2015-12-31"
"361","y9888","c9888","TA888","0.727867573765621","-0.108021055230197","0.497269262865253","y9888* (-1)+c9888*(-0.108021055230197)+TA888*(0.497269262865253)","2014-01-01T2015-12-31"
"551","m9888","SR888","TA888","0.716298982601896","-0.148749287822448","0.299890989727109","m9888* (-1)+SR888*(-0.148749287822448)+TA888*(0.299890989727109)","2014-01-01T2015-12-31"
"511","m9888","c9888","TA888","0.709361219420813","0.159051059176213","0.325545733257196","m9888* (-1)+c9888*(0.159051059176213)+TA888*(0.325545733257196)","2014-01-01T2015-12-31"
"391","y9888","c9888","v9888","0.706923894705365","-0.950642025572651","1.13431363127931","y9888* (-1)+c9888*(-0.950642025572651)+v9888*(1.13431363127931)","2014-01-01T2015-12-31"
"221","a9888","SR888","v9888","0.702531887709346","-0.297898924632839","0.218730305362219","a9888* (-1)+SR888*(-0.297898924632839)+v9888*(0.218730305362219)","2014-01-01T2015-12-31"
"541","m9888","c9888","v9888","0.702026734608169","-0.404075549056139","0.750069620070238","m9888* (-1)+c9888*(-0.404075549056139)+v9888*(0.750069620070238)","2014-01-01T2015-12-31"
"581","m9888","SR888","v9888","0.701072750306635","-0.204027711730955","0.536723325058218","m9888* (-1)+SR888*(-0.204027711730955)+v9888*(0.536723325058218)","2014-01-01T2015-12-31"
"371","y9888","c9888","l9888","0.695684114161465","-0.513300340577756","0.419735643127399","y9888* (-1)+c9888*(-0.513300340577756)+l9888*(0.419735643127399)","2014-01-01T2015-12-31"
"141","a9888","c9888","SR888","0.684177597343658","0.420677870988457","-0.361318163942566","a9888* (-1)+c9888*(0.420677870988457)+SR888*(-0.361318163942566)","2014-01-01T2015-12-31"
"481","y9888","l9888","v9888","0.678300756631064","0.258721762020742","0.290413740357427","y9888* (-1)+l9888*(0.258721762020742)+v9888*(0.290413740357427)","2014-01-01T2015-12-31"
"411","y9888","SR888","l9888","0.676486578638576","-0.154442170416154","0.342296140512326","y9888* (-1)+SR888*(-0.154442170416154)+l9888*(0.342296140512326)","2014-01-01T2015-12-31"
"201","a9888","SR888","l9888","0.66396859018302","-0.352085366556376","0.0705126968043056","a9888* (-1)+SR888*(-0.352085366556376)+l9888*(0.0705126968043056)","2014-01-01T2015-12-31"
"431","y9888","SR888","v9888","0.629723126067784","-0.068394715744352","0.832317920532151","y9888* (-1)+SR888*(-0.068394715744352)+v9888*(0.832317920532151)","2014-01-01T2015-12-31"
"91","a9888","m9888","SR888","0.620867843893433","0.170924503050864","-0.360970212875538","a9888* (-1)+m9888*(0.170924503050864)+SR888*(-0.360970212875538)","2014-01-01T2015-12-31"
"211","a9888","SR888","p9888","0.615276756322052","-0.377067248830479","0.102585519135446","a9888* (-1)+SR888*(-0.377067248830479)+p9888*(0.102585519135446)","2014-01-01T2015-12-31"
"191","a9888","SR888","TA888","0.615009167127936","-0.363655165451195","0.065791873442089","a9888* (-1)+SR888*(-0.363655165451195)+TA888*(0.065791873442089)","2014-01-01T2015-12-31"
"181","a9888","c9888","v9888","0.595786871505162","0.303499562096376","0.277620390275528","a9888* (-1)+c9888*(0.303499562096376)+v9888*(0.277620390275528)","2014-01-01T2015-12-31"
"310","a9888","y9888","SR888","0.593768587732631","0.0681279406656617","-0.418205495550497","a9888* (-1)+y9888*(0.0681279406656617)+SR888*(-0.418205495550497)","2014-01-01T2015-12-31"
"151","a9888","c9888","TA888","0.586558229813471","0.518959515617919","0.116615113758449","a9888* (-1)+c9888*(0.518959515617919)+TA888*(0.116615113758449)","2014-01-01T2015-12-31"
"85","a9888","m9888","c9888","0.584271377161779","0.28666718305589","0.515601709764272","a9888* (-1)+m9888*(0.28666718305589)+c9888*(0.515601709764272)","2014-01-01T2015-12-31"
"710","a9888","y9888","v9888","0.575796494256153","-0.104248332623887","0.453659640136209","a9888* (-1)+y9888*(-0.104248332623887)+v9888*(0.453659640136209)","2014-01-01T2015-12-31"
"271","a9888","l9888","v9888","0.561758801494324","-0.0407310061941999","0.453971602071965","a9888* (-1)+l9888*(-0.0407310061941999)+v9888*(0.453971602071965)","2014-01-01T2015-12-31"
"131","a9888","m9888","v9888","0.558606623934849","0.0611521571393621","0.324546508137862","a9888* (-1)+m9888*(0.0611521571393621)+v9888*(0.324546508137862)","2014-01-01T2015-12-31"
"281","a9888","p9888","v9888","0.558443600465061","-0.0438304133507461","0.407051680471734","a9888* (-1)+p9888*(-0.0438304133507461)+v9888*(0.407051680471734)","2014-01-01T2015-12-31"
"251","a9888","TA888","v9888","0.555572666155437","-0.00343605394547402","0.369114457818138","a9888* (-1)+TA888*(-0.00343605394547402)+v9888*(0.369114457818138)","2014-01-01T2015-12-31"
"711","c9888","TA888","v9888","0.543034154815335","-0.148019206078212","0.527665464328144","c9888* (-1)+TA888*(-0.148019206078212)+v9888*(0.527665464328144)","2014-01-01T2015-12-31"
"161","a9888","c9888","l9888","0.542163482394336","0.458875538531623","0.0872060539120694","a9888* (-1)+c9888*(0.458875538531623)+l9888*(0.0872060539120694)","2014-01-01T2015-12-31"
"171","a9888","c9888","p9888","0.521571236657762","0.509624941017625","0.160655271313432","a9888* (-1)+c9888*(0.509624941017625)+p9888*(0.160655271313432)","2014-01-01T2015-12-31"
"210","a9888","y9888","c9888","0.514753641656512","0.150215193408707","0.611198602247204","a9888* (-1)+y9888*(0.150215193408707)+c9888*(0.611198602247204)","2014-01-01T2015-12-31"
"111","a9888","m9888","l9888","0.454771632250174","0.194995251578089","0.0787178943550915","a9888* (-1)+m9888*(0.194995251578089)+l9888*(0.0787178943550915)","2014-01-01T2015-12-31"
"731","c9888","l9888","v9888","0.453881654126449","-0.0627042920332169","0.422117822559404","c9888* (-1)+l9888*(-0.0627042920332169)+v9888*(0.422117822559404)","2014-01-01T2015-12-31"
"101","a9888","m9888","TA888","0.44979817790623","0.222052164597532","0.0885443739100947","a9888* (-1)+m9888*(0.222052164597532)+TA888*(0.0885443739100947)","2014-01-01T2015-12-31"
"610","a9888","y9888","p9888","0.44881221489989","-0.426193196492759","0.63913295595514","a9888* (-1)+y9888*(-0.426193196492759)+p9888*(0.63913295595514)","2014-01-01T2015-12-31"
"751","SR888","TA888","l9888","0.448009071022617","-0.42244501799076","0.131148858219049","SR888* (-1)+TA888*(-0.42244501799076)+l9888*(0.131148858219049)","2014-01-01T2015-12-31"
"741","c9888","p9888","v9888","0.447205664595972","-0.0795497689280564","0.361902765189444","c9888* (-1)+p9888*(-0.0795497689280564)+v9888*(0.361902765189444)","2014-01-01T2015-12-31"
"261","a9888","l9888","p9888","0.443186977486708","0.0964811527497894","0.0894339552857922","a9888* (-1)+l9888*(0.0964811527497894)+p9888*(0.0894339552857922)","2014-01-01T2015-12-31"
"681","c9888","SR888","v9888","0.440464730401398","-0.0514966828015566","0.257715862370407","c9888* (-1)+SR888*(-0.0514966828015566)+v9888*(0.257715862370407)","2014-01-01T2015-12-31"
