"","V1","V2","Rsqure","V4","formula","kurtosis","skewness","period"
"344","l9888","p9888","0.265347234107116","0.341743339758112","l9888* (-1)+p9888*(0.341743339758112)",-0.720703924510935,0.0890812212572083,"2011-01-01T2015-12-31"
"84","a9888","v9888","0.260411716754882","0.138421284155458","a9888* (-1)+v9888*(0.138421284155458)",-0.48961822515528,0.0779171114113129,"2011-01-01T2015-12-31"
"117","a9888","y9888","0.259932939423127","0.0740153980356269","a9888* (-1)+y9888*(0.0740153980356269)",-0.0540791578348632,0.444546252583468,"2011-01-01T2015-12-31"
"244","c9888","l9888","0.256342433226655","0.072658972649728","c9888* (-1)+l9888*(0.072658972649728)",1.15990313852478,0.643343503248331,"2011-01-01T2015-12-31"
"204","m9888","p9888","0.251918049948432","0.122649478231124","m9888* (-1)+p9888*(0.122649478231124)",-0.333562548286594,-0.517591656329344,"2011-01-01T2015-12-31"
"134","y9888","l9888","0.246353183508065","0.814514699372037","y9888* (-1)+l9888*(0.814514699372037)",-1.45739985976455,-0.141323850080394,"2011-01-01T2015-12-31"
"164","m9888","c9888","0.187871839596489","1.11248746806314","m9888* (-1)+c9888*(1.11248746806314)",0.316690567506122,-0.120248721732306,"2011-01-01T2015-12-31"
"74","a9888","p9888","0.170533534754885","0.0652692963593644","a9888* (-1)+p9888*(0.0652692963593644)",-0.0458840258311692,0.314094306450701,"2011-01-01T2015-12-31"
"264","c9888","v9888","0.157917751348476","0.0649315595567261","c9888* (-1)+v9888*(0.0649315595567261)",1.55874740757929,1.08535013892689,"2011-01-01T2015-12-31"
"234","c9888","TA888","0.116624486911189","0.0282698564740643","c9888* (-1)+TA888*(0.0282698564740643)",2.27825823360253,1.26905568471208,"2011-01-01T2015-12-31"
"254","c9888","p9888","0.086842026555448","0.0280567106575457","c9888* (-1)+p9888*(0.0280567106575457)",2.61479262975315,1.51093426276611,"2011-01-01T2015-12-31"
"104","y9888","c9888","0.0796156266258424","3.22656184602261","y9888* (-1)+c9888*(3.22656184602261)",-1.24566996069039,-0.0415534692845875,"2011-01-01T2015-12-31"
"284","SR888","l9888","0.0455328735577179","0.167682348613547","SR888* (-1)+l9888*(0.167682348613547)",-1.05218712065265,-0.36933056128472,"2011-01-01T2015-12-31"
"174","m9888","SR888","0.00300295996403528","0.025685808345643","m9888* (-1)+SR888*(0.025685808345643)",-0.119148061106509,-0.0495092249267442,"2011-01-01T2015-12-31"
"224","c9888","SR888","0.000278272540211916","-0.00304641706460145","c9888* (-1)+SR888*(-0.00304641706460145)",4.52513784335011,2.2017980832618,"2011-01-01T2015-12-31"
"44","a9888","SR888","0.00018139725782724","0.00408321075988772","a9888* (-1)+SR888*(0.00408321075988772)",0.946171566641048,0.735636060272224,"2011-01-01T2015-12-31"
"265","c9888","v9888","3.40662696923145e-05","-0.00115813814081217","c9888* (-1)+v9888*(-0.00115813814081217)",0.1485302869799,1.24034849006323,"2010-01-01T2015-12-31"
"145","y9888","p9888","0.941332170375922","1.03700184641918","y9888* (-1)+p9888*(1.03700184641918)",0.0794334624866169,-0.952453540352993,"2010-01-01T2015-12-31"
"335","TA888","v9888","0.842185960671186","1.62854385539491","TA888* (-1)+v9888*(1.62854385539491)",-0.640567519148939,-0.0130414397605176,"2010-01-01T2015-12-31"
"325","TA888","p9888","0.799752605806198","1.01999291543785","TA888* (-1)+p9888*(1.01999291543785)",-0.71561918134419,-0.309524311640574,"2010-01-01T2015-12-31"
"125","y9888","TA888","0.787698117433098","0.831703749687043","y9888* (-1)+TA888*(0.831703749687043)",0.325038690119118,-0.60355740176273,"2010-01-01T2015-12-31"
"365","p9888","v9888","0.74349105359953","1.3415720746684","p9888* (-1)+v9888*(1.3415720746684)",-0.583495536373492,-0.178005142703537,"2010-01-01T2015-12-31"
"155","y9888","v9888","0.669830779467793","1.36102707665011","y9888* (-1)+v9888*(1.36102707665011)",-0.422630364721188,-0.404716476137966,"2010-01-01T2015-12-31"
"295","SR888","p9888","0.660808954007236","0.431278988384513","SR888* (-1)+p9888*(0.431278988384513)",-0.83400777883393,-0.325733495085843,"2010-01-01T2015-12-31"
"315","a9888","c9888","0.597379974854748","1.16914599746955","a9888* (-1)+c9888*(1.16914599746955)",1.19687758844621,0.508463859618779,"2010-01-01T2015-12-31"
"118","y9888","SR888","0.594012411269471","1.55269265332587","y9888* (-1)+SR888*(1.55269265332587)",0.308222843703645,0.504986481009036,"2010-01-01T2015-12-31"
"355","l9888","v9888","0.548925606833279","0.819486874706775","l9888* (-1)+v9888*(0.819486874706775)",-0.263452542002875,-0.312591361069714,"2010-01-01T2015-12-31"
"218","a9888","m9888","0.531997764745315","0.577694112307465","a9888* (-1)+m9888*(0.577694112307465)",-0.733489955384894,0.0417239701353481,"2010-01-01T2015-12-31"
"316","TA888","l9888","0.524656013751653","1.16211078158387","TA888* (-1)+l9888*(1.16211078158387)",-0.639742738586468,-0.151525276311422,"2010-01-01T2015-12-31"
"275","SR888","TA888","0.466578408616616","0.317733740843266","SR888* (-1)+TA888*(0.317733740843266)",-1.31230743610788,-0.150358528923087,"2010-01-01T2015-12-31"
"305","SR888","v9888","0.390143652555405","0.515595062238311","SR888* (-1)+v9888*(0.515595062238311)",-1.08902391129832,-0.0826570990138983,"2010-01-01T2015-12-31"
"95","y9888","m9888","0.334236634785468","2.53695513233844","y9888* (-1)+m9888*(2.53695513233844)",-1.24218039063319,-0.0808797308503731,"2010-01-01T2015-12-31"
"195","m9888","l9888","0.314822001108449","0.192240875014711","m9888* (-1)+l9888*(0.192240875014711)",1.92195054327756,-0.877424991130708,"2010-01-01T2015-12-31"
"345","l9888","p9888","0.297104292760563","0.38749275245587","l9888* (-1)+p9888*(0.38749275245587)",-0.753026970832936,0.0915360862433479,"2010-01-01T2015-12-31"
"185","m9888","TA888","0.259660713590059","0.108819347469474","m9888* (-1)+TA888*(0.108819347469474)",0.902531567053281,-0.990233315761614,"2010-01-01T2015-12-31"
"135","y9888","l9888","0.248476305101429","0.749447902900249","y9888* (-1)+l9888*(0.749447902900249)",-1.35159378769522,-0.199269621220071,"2010-01-01T2015-12-31"
"165","m9888","c9888","0.231344706044855","0.918607871203798","m9888* (-1)+c9888*(0.918607871203798)",0.571390590421077,-0.0499391972737768,"2010-01-01T2015-12-31"
"205","m9888","p9888","0.228267125382562","0.116370795318647","m9888* (-1)+p9888*(0.116370795318647)",-0.0336129701091563,-0.726269625581122,"2010-01-01T2015-12-31"
"119","a9888","y9888","0.165927496073535","0.073521854968812","a9888* (-1)+y9888*(0.073521854968812)",-0.63270241406767,0.430335102974502,"2010-01-01T2015-12-31"
"219","m9888","v9888","0.156230014895493","0.149789265384693","m9888* (-1)+v9888*(0.149789265384693)",0.401186741353043,-0.76136836756906,"2010-01-01T2015-12-31"
"55","a9888","TA888","0.11684130591266","0.0578154929590737","a9888* (-1)+TA888*(0.0578154929590737)",-0.340109519160222,0.489518682398573,"2010-01-01T2015-12-31"
"65","a9888","l9888","0.0860616273712686","0.0796087879164416","a9888* (-1)+l9888*(0.0796087879164416)",-0.155159815544484,0.480244189265157,"2010-01-01T2015-12-31"
"75","a9888","p9888","0.0859324591859749","0.0565514800199959","a9888* (-1)+p9888*(0.0565514800199959)",-0.527145539257224,0.382263611761434,"2010-01-01T2015-12-31"
"285","SR888","l9888","0.0690552357253635","0.196114419180743","SR888* (-1)+l9888*(0.196114419180743)",-0.990546341045123,-0.398153247884469,"2010-01-01T2015-12-31"
"105","y9888","c9888","0.042396259901759","1.72563886697821","y9888* (-1)+c9888*(1.72563886697821)",-1.26973434839131,0.0759170566765144,"2010-01-01T2015-12-31"
"245","c9888","l9888","0.0331644155792889","0.0326699892679623","c9888* (-1)+l9888*(0.0326699892679623)",0.109617526503879,1.10108307583974,"2010-01-01T2015-12-31"
"255","c9888","p9888","0.0282659966756764","0.0214414469517378","c9888* (-1)+p9888*(0.0214414469517378)",-0.112241483125731,1.03535912834361,"2010-01-01T2015-12-31"
"235","c9888","TA888","0.0245427869881593","0.0175171945652179","c9888* (-1)+TA888*(0.0175171945652179)",-0.0223857128572291,1.05965563813095,"2010-01-01T2015-12-31"
"85","a9888","v9888","0.0198277636110541","0.0422647551777492","a9888* (-1)+v9888*(0.0422647551777492)",-0.343962770101164,0.518783667835047,"2010-01-01T2015-12-31"
"175","m9888","SR888","0.0153399793221789","0.0568609830918494","m9888* (-1)+SR888*(0.0568609830918494)",0.0900802564509005,-0.275466684056537,"2010-01-01T2015-12-31"
"45","a9888","SR888","0.0143833182580647","0.0436088425219577","a9888* (-1)+SR888*(0.0436088425219577)",-0.386742093635597,0.442180054209678,"2010-01-01T2015-12-31"
"225","c9888","SR888","0.00837503404229704","0.0219985921482863","c9888* (-1)+SR888*(0.0219985921482863)",0.0591275555505373,1.17888729718756,"2010-01-01T2015-12-31"
