"OPEN","CLOSE","HIGH","LOW","VOLUME","Date"
21750,21770,21840,21705,125832,"2012-02-22"
21650,21625,21715,21605,92156,"2012-02-23"
21565,21520,21650,21480,94972,"2012-02-24"
21590,21625,21700,21570,105856,"2012-02-27"
21650,21815,21830,21630,125388,"2012-02-28"
21845,21910,21915,21750,126854,"2012-02-29"
21820,21785,21965,21760,169110,"2012-03-01"
21810,21760,21830,21665,115430,"2012-03-02"
21670,22040,22110,21610,353494,"2012-03-05"
22120,21980,22160,21885,328210,"2012-03-06"
21820,21625,21830,21615,215812,"2012-03-07"
21650,21655,21720,21635,107216,"2012-03-08"
21660,21755,21820,21645,152334,"2012-03-09"
21670,21560,21705,21505,199694,"2012-03-12"
21550,21590,21635,21530,101178,"2012-03-13"
21615,21385,21695,21340,241292,"2012-03-14"
21320,21290,21395,21280,119308,"2012-03-15"
21280,21265,21375,21200,125926,"2012-03-16"
21300,21385,21430,21275,182126,"2012-03-19"
21430,21355,21455,21310,135638,"2012-03-20"
21300,21355,21395,21285,89044,"2012-03-21"
21340,21330,21385,21310,60460,"2012-03-22"
21380,21360,21410,21340,76180,"2012-03-23"
21370,21290,21385,21260,108424,"2012-03-26"
21345,21275,21360,21235,101182,"2012-03-27"
21300,21215,21355,21215,120432,"2012-03-28"
21235,21265,21385,21180,211990,"2012-03-29"
21250,21240,21330,21230,79716,"2012-03-30"
21060,21155,21185,21040,92880,"2012-04-05"
21135,21190,21240,21095,94742,"2012-04-06"
21170,21240,21310,21150,101894,"2012-04-09"
21260,21430,21465,21255,181656,"2012-04-10"
21350,21350,21440,21320,144740,"2012-04-11"
21390,21400,21430,21360,97202,"2012-04-12"
21455,21380,21490,21375,112308,"2012-04-13"
21300,21380,21405,21290,85336,"2012-04-16"
21305,21180,21340,21110,158858,"2012-04-17"
21230,21225,21255,21160,83328,"2012-04-18"
21255,21445,21450,21250,282888,"2012-04-19"
21425,21390,21455,21365,118316,"2012-04-20"
21400,21235,21415,21235,130692,"2012-04-23"
21300,21185,21305,21115,178954,"2012-04-24"
21160,21165,21220,21135,59388,"2012-04-25"
21170,21170,21200,21140,49144,"2012-04-26"
21200,21100,21200,21070,99944,"2012-04-27"
21010,21015,21070,20920,77304,"2012-05-02"
21005,20980,21075,20955,82552,"2012-05-03"
20965,21045,21055,20955,75362,"2012-05-04"
20980,20840,20995,20830,107048,"2012-05-07"
20780,20790,20850,20705,157356,"2012-05-08"
20740,20580,20775,20575,120026,"2012-05-09"
20550,20485,20610,20430,158092,"2012-05-10"
20260,19685,20270,19685,452228,"2012-05-11"
19695,19320,19700,19150,528952,"2012-05-14"
19370,19235,19370,19070,351824,"2012-05-15"
19185,19065,19295,19055,267106,"2012-05-16"
18995,18885,19045,18685,483864,"2012-05-17"
18850,19055,19095,18810,381754,"2012-05-18"
19160,19265,19310,19155,173748,"2012-05-21"
20000,19845,20055,19820,194196,"2012-05-22"
19450,19535,19560,19200,439278,"2012-05-23"
19500,19640,19725,19440,359398,"2012-05-24"
19640,19560,19700,19460,273750,"2012-05-25"
19570,19435,19595,19385,263024,"2012-05-28"
19400,19595,19650,19365,248598,"2012-05-29"
19485,19470,19560,19455,160180,"2012-05-30"
19365,19455,19500,19320,114902,"2012-05-31"
19450,19330,19545,19305,217708,"2012-06-01"
19130,18640,19200,18640,330348,"2012-06-04"
18770,18805,18875,18700,234462,"2012-06-05"
18725,18750,18875,18635,244730,"2012-06-06"
19085,18995,19090,18920,338986,"2012-06-07"
19160,18975,19195,18875,349018,"2012-06-08"
19065,19025,19190,18890,310070,"2012-06-11"
18950,18935,19025,18835,281760,"2012-06-12"
18940,18885,18950,18810,161552,"2012-06-13"
18870,19065,19295,18860,502606,"2012-06-14"
